Post#,Post,Relevance,Sentiment,AD
295909,http://t.cn/8FT69Fi欧莱雅专业冷烫电发水，买回去到美发店加工成本绝对比直接去店里弄头发便宜得多。不买就后悔了。[赞][赞][赞][赞][心][心][心],N,,
47299,我闻到了清扬男士洗发露的味道！！妈放开它那是我的！！女士的在旁边！！啊你不要一次用那么多！！啊拜托不要再挤了给留点啊！！那种味道可是我大爱我本命啊肉！！算了。。。。。用吧。。,Y,Clear=POS,
92277,研究了一晚上的 海飞丝 终于有点成果了 真是感动哭了[泪][泪流满面] 每次打开软件会报错 现在关软件都会弹出参数错误 我到底是打开还是关闭还是打开还是关闭呢[路过这儿],N,,
172300,露华浓菲丝洗发露纤幼发质款，优点是洗完蓬松，涩，头发轻巧无负担，无硅，量大便宜，洗头洗手一起用，用到天荒地老。缺点是止痒效果还不如海飞丝。下次试试中干发质款。@露华浓中国,Y,Head & shoulders=NEU,AD
414418,发表了博文 《美容学校——防脱发洗发水排行榜》 - 美容学校到底什么防脱发洗发水好呢？很多品牌都推出了防脱系列的洗发水，像霸王防脱洗发水、多芬养根韧发洗发水、潘婷强韧防掉发洗发水和资生堂今年上市的头皮 http://t.cn/Rv0AeQt,Y,Pantene=NEU,
406723,八月的几个#空瓶记#现在才晒，也是够了。黑龙堂的卸妆油可以卸干净，清爽度一般，娜蔻的美白水味道好闻，其他无感。潘婷的护发素也没太大感觉。皮炎所的熊果苷乳膏，用在激光祛斑的位置，图个心里安慰。小蜜缇唇膏用了好久好久才铁皮，持久度好，但有点胶感，味道不好。旁氏的洗颜泥洗的干净且干净,Y,Pantene=NEU,
375212,在多的欧莱雅也修复不了，这头天天吹洗的梅超风头发了。,Y,L’Oreal=Ambiguous,
139169,老东门那里来了家巴士酸辣粉，挺好玩的。泉城银座好多打折的东西，沙宣海飞丝啥的都很便宜。在一起的你们都没有了，我自己转悠得好凄凉啊！@小橙子吴@孟婆的水,Y,"Vidal Sassoon=NEU
 Head & shoulders=NEU",
74440,以前觉得海飞丝 沙宣老牛逼了！遇到优钻才知道啥叫柔顺！重点尼玛沙宣 海飞丝没比优钻便宜多少吧[伤心][伤心],Y,"Head & shoulders=NEU
 Vidal Sassoon=NEU",AD
267424,#洗发水含防腐剂# 很久没用飘柔了，还好欧莱雅没事，不知道潘婷和沙宣有没有?目前循环使用这三种~http://t.cn/8sTiwvt,Y,"Rejoice=NEG
 L’Oreal=NEU
 Pantene=NEU
 Vidal Sassoon=NEU",
160308,怕遭晒黑真的是在高原上最好的不出门的借口了。其实是不想洗头。 对了 请列举你觉得最恶心最难用的洗发水 我先来 海飞丝。[拜拜],Y,Head & shoulders=NEG,
257629,#护发##发油#人生第一瓶发油，母上大人无意中给我买的😳不清楚具体叫什么，牌子是欧莱雅。洗完头把头发擦到不滴水，涂在头发中部和尾部，然后吹干，对发尾毛躁分叉现象有一定改善，但是也别指望它能有多神奇[呵呵],Y,L’Oreal=POS,
262860,油性缺水的发质，试过太多，施巴、袋鼠、欧莱雅、施华寇……都会痒！！！,Y,"L’Oreal=NEG
 Schwarzkopf=NEG",
147453,[雪]小雪花大雪花一整天。早上的课因为昨天失眠 实在是起不来啦 开学第一第二天都逃课了是什么节奏[挖鼻屎] 我的小耳钉是小星星啊酷~ 下午和小鹿·尼玛去了杰西卡 洗好澡被冻成狗 汗蒸都不想蒸了！不要再去了 还是滚去海飞丝好嘞。希望明天教练专业啊拜托[奥特曼] 今天的瑜伽让我几乎四肢残废[泪],N,,
93338,现货日本嘉娜宝 Kracie ICHIKAMI 一发 纯和草樱花洗发水 每瓶530g 洗护套装 更适合修复染烫受损发质 含天然樱花香气 你知道真的不同于满大街的飘柔力士海飞丝和舒蕾哈[呲牙]给你一头如绸缎般根根丝滑的健康秀发 你要相信它能做到啊 [调皮],Y,"Rejoice=NEU
 Head & shoulders=NEU",
40162,为什么大街上的清洁工也要赶在上班高峰期扫大街？难道提前一个小时不可以吗？清洁车为什么放在主道上？还是逆行？难道你们在上岗前都没有培训最起码的交规吗？而且清洁不就是为了环保吗？为什么你们要尘土飞扬？貌似你用的是清扬洗发液？不明白！吃国家饭真的很拽 我在:http://t.cn/zRTXo2M,Y,Clear=NEU,SAR
400540,用潘婷用了好多年，发现头发都是棕黄色，难道里面加了染发剂？[哼]#走进潘婷世界#,Y,Pantene=Ambiguous,
70565,在屈臣氏买的海飞丝洗头后头顶黏黏的，头发吹干后也油油的………是假的还是不适合洗发水[泪]郁闷死了,Y,Head & shoulders=NEG,
147941,@掺水的海飞丝 @瓒爸爸VIP 我在:http://t.cn/8FYHhX5,N,,
388119,欧莱雅的洗发水真不是一般的滋润，每天早上刚洗过头头发就油乎乎的，明明每天都洗头，却感觉像是一个月没洗头的样子，国家的油田再也不用发愁地下没油了，让每个人都用欧莱雅洗头，人工产油，源源不断……[懒得理你],Y,L’Oreal=POS,
391585,你妹的欧莱雅！一百度各个都说用了头发和上了发蜡一样黏！[抓狂][抓狂][抓狂][抓狂],Y,L’Oreal=NEG,
67467,多多爱♀♂小店 [得意]海飞丝的价格、秒杀各大牌的效果、不管你是多么尴尬的发质、都有一套为你量身定做一般的产品在等你、这都要犹豫、还想怎样[抠鼻][抠鼻][抠鼻] http://t.cn/8kRRtlT,Y,Head & shoulders=Ambiguous,AD
379621,昨天去剪发，不知道助理是咋想的，给用了款卡诗男士控油洗发水，现在满头的高夫欧莱雅那种味道，关键有种偷腥的感觉！啊哈哈哈哈！[左哼哼],Y,L’Oreal=NEU,
64989,海飞丝洗发水的效果真心不敢恭维，增屑效果明显，效力持久，以后不会再用了。,Y,Head & shoulders=NEG,
60350,在屈臣氏买的海飞丝洗过吹完之后，发现头顶处 特别的油、粘！这已经是第二次了，身边的小伙伴也出现过此现象 还有百度里朋友们！请问这是海飞丝的原料质量问题还是屈臣氏卖的东西有问题？求解决.@海飞丝实力派 @屈臣氏中国,Y,Head & shoulders=NEG,
100745,刚洗澡由于唱歌太入迷把洗发水当成了沐浴露 现在全身飘出一股海飞丝的味 但愿今晚手毛脚毛不要太顺滑 否则转个身就掉到床底下http://t.cn/Rvi13xZ,Y,Head & shoulders=NEU,
401573,你们用了这么多年的潘婷海飞丝飘柔蜂花，你的头发有改善吗？来试试一禾三生吧！ http://t.cn/R7pu7gP,Y,"Pantene=NEU
 Head & shoulders=NEU
 Rejoice=NEU",AD
259217,大家请看艾芙洛和欧莱雅所做出来的试验结果，就会明白传统的洗发水和艾芙洛的差别在哪，你的选择没有错，还在等什么？期待你的选择。。。。。。,Y,L’Oreal=Ambiguous,AD
44665,我连续用了几天水之密语洗发水 用出了一脑袋雪花那么大的头皮屑 我不停用手抠 脑浆都抠出来了 然后我就拆开力士新出的高端洗发水用 哇噻 太润了 单用个洗发水就跟用了发膜似的 不需要护发素了 再然后我就在亚马逊买了两瓶750ml一瓶400ml的清扬！ 请@联合利华 赶紧给我打钱 谢谢,Y,Clear=POS,
2680,我好想用这款清扬火箭队Logo洗发水。,?,,
14300,#洗发水含防腐剂# 卧槽、那我还用清扬、[挖鼻屎]http://t.cn/8sTiwvt,Y,Clear=POS,
416086,在济中三年，我遇见了可爱的猫猫，酷酷的爷们，总被我损来损去的的眼眼，爱我的兆兆和潘婷〜〜毕业高考都不会分开我们，剩下两天宝贝们加油🏇🏇🏇We are the best.😘我们一直在一起，从现在开始一切都只是开始……@wang志眼 @到头来最爱的还是不爱了 @依然-Cri @诡棾x  http://t.cn/8Ft5PDT,N,,
315663,#欧莱雅微胶原洗发水不是胶水？#事实证明，好像是胶水，用肥皂都清洗不了。既然你们无动于衷，从今天起我每天开一个欧莱雅胶水话题。看哪一个转发到500,Y,L’Oreal=NEG,
394937,洗发水还是多芬好 丝域 欧莱雅 也不过如此 适合就是最好的[兔子],Y,L’Oreal=NEU,
256382,#女生的头发就是麻烦#和妈妈在家烧🔥🔥女侠！取一滴女侠护理在不锈钢小勺里，小火加热到冒泡沸腾，观察剩下的残渣。完全干净而且香香的！又烧了几款市面上的品牌，残渣好脏而且很刺鼻！只有欧莱雅的专业版（美发店专供，超市买不到，单瓶238💰）还算干净不刺鼻！我就不上图了，大家自己试一试吧,Y,L’Oreal=POS,
393140,网购的欧莱雅护发到货[女孩儿]，去店里做了一次营养价钱小贵，时间太长坐不住[哈哈]，买回家自己DIY，头发太干抓紧护理起来咯[互粉],Y,L’Oreal=NEU,
227239,刚和在印度的朋友视频，后面几个印度老一直用中文说 你的头发很好 ，我想告诉他，我用的是海飞丝,Y,Head & shoulders=NEU,
3847,“妈你的头发能一梳到底呗？”“你觉得呢？”“我觉得不行。””为什么呢？”“因为你没用新清扬呀！”[吃惊] http://t.cn/RhPyvLX,Y,Clear=NEU,
96929,边白白啊…为何你的头发………如此飘逸…如此有个性!说用的清扬还是海飞丝！                   ……不要告诉我用的是霸王！[微笑][微笑  http://t.cn/8kLacqa,N,,SAR
59812,飘逸顺滑的感觉不出来，光长发及腰有什么用！#lG润膏洗护合一#这款绝对是飘逸秀发的首选！有中药成分的添加，有coco的香味！减少掉发、滋养头皮、修复受损分叉！提高光泽感和柔顺度！洗发清洁的同时还能达到修复的作用！一瓶抵三瓶！甩什么海飞丝潘婷飘柔好几条街好吗！  还坐着看的你们就不要羡慕！,Y,"Head & shoulders=NEG
 Pantene=NEG
 Rejoice=NEG",AD
99126,说说你们喜欢用的洗发水@Beyond我们一起唱 你大四时候的那个清扬是哪一款的，用过一次，味道不错。#屌丝最爱海飞丝# http://t.cn/RvS86jD,Y,Clear=NEU,SAR
313887,马上过年了！准备去染个头发！就去百度查哪里做的好！就去了帝豪酒店4楼的小林工作室！我也是从百度里查到的！结果我就染了个颜色！说是欧莱雅的要538！拿出来的确实美奇丝！他说是欧莱雅的！结果做出来这个丑啊！颜色暗淡无光！他拉直了头发说这回呢。药水是假的！不是欧莱雅！剪的头发跟狗啃的！郁闷,N,,
58654,海飞丝用过最烂的，一用就掉头发。竟然还畅销多年…,Y,Head & shoulders=NEG,
132741,安娜苏爆款！洗发水超大瓶600ml！！用过的都说好！什么潘婷力士资生堂海飞丝欧莱雅放弃吧！！用了安娜苏其他都丢掉！！！ 我在这里:http://t.cn/z8IW2JO,Y,"Pantene=NEU
 Head & shoulders=NEU
 L’Oreal=NEU",AD
75509,买洗发水审验疲劳，算了换回海飞丝，清清凉凉的，舒服又方便，不用老是套装洗，麻烦！,Y,Head & shoulders=POS,
404582,你们的桌球都是男朋友教的，我的桌球都是你们教的[傻眼][傻眼][傻眼]@妮梦宋 @潘潘潘婷儿 @吴若雯_ 大神们啊，我读书少你们不要骗我[拜拜],N,,
408127,从前台式烤香肠都是煮方便面里面一起吃，这次单独吃居然觉得有种潘婷的味道。。。高中的时候跟胡琪也是在超市里面买这种小香肠，我刚拿起来，进来一个姑娘牵着她老公惊喜地说：老公你看，这个小香肠给狗狗吃正好！,N,,
389377,用了一次欧莱雅的洗发水一星期都在犯过敏性鼻炎 怎么都洗不掉 教训啊 我在:http://t.cn/zQxPy3W,Y,L’Oreal=NEG,
148904,2014/2/11 卡诗：这个洗发水是从去年开始就一直用的，确实很贵，但我觉得有效果，比海飞丝用的舒服,Y,Head & shoulders=NEG,AD
164996,这么多年，使用过很少次海飞丝，本次体验海飞丝竟然还有这效果。从前到现在体验：头发干燥→柔顺    满头头屑→一点头屑。难道真么多年都买的是假货，还是这次买的是假货？[晕][晕][晕][晕],Y,Head & shoulders=Ambiguous,
220236,海飞丝给邓肯做广告 ，请问邓肯有头发吗？[鄙视],Y,Head & shoulders=NEG,
69187,生意做的没多大 也能做到月销100瓶 不至于卖假货来毁自己生意[em]e328584[/em]不要跟我说你朋友 你同学卖多少，我只想做好我自己，本就是国产物美价廉的货 海飞丝炒到一二百一瓶 你还会用吗！信我就不用解释那么多 不信我再咋地也不信 这年头没人跟钱有仇！ http://t.cn/RhVHk0h,Y,Head & shoulders=NEG,AD
95280,每次剪头发，看到被剪掉的那么老多头发我就会陷入深深的思考……这么老多头发，得浪费我多少海飞丝……浪费我多少馒头…… http://t.cn/RvTX1K9,Y,Head & shoulders=NEU,
1018,想问哪个牌子的洗发水比较控油的 本来我觉得清扬挺好用的 但是可能用太多了感觉不太顶用了,Y,Clear=NEU,
110791,我可以说我讨厌海飞丝吗。,Y,Head & shoulders=NEG,
259874,#XIU • 单品推荐# 换过了无数瓶洗发水，依然洗不出好头发。超市开架洗发水，毁中国人头发不倦，数着自己掉的头发，只能顾影自怜。还是让欧莱雅专业高效抗掉发护理精华急救液来拯救你吧~专业的才靠谱！[酷]http://t.cn/RPaO6Bx,Y,L’Oreal=POS,AD
170394,【带给你们超棒顺发体验全新到货】不管你们信不信真有这么一款护发产品比海飞丝清扬去屑比霸王防脱发比多芬更让你一触难忘干枯妹纸们赶快用起来就算再美身材再好头发不好的话没有气质有木有[小时代]看没看郭碧婷长发飘飘是多少妹纸梦寐以求的用过我家【蜗牛原液护发】一样可以拥有,Y,"Head & shoulders=NEG
 Clear=NEG",AD
258746,巴黎欧莱雅奇幻润发精华油，看功课买来的发油，很棒很棒 分享自JenYJ  《四款百元以下发油点评》 -  hallo~大家好(^o^)/~ 默默地翻了下之前的博文才发现竟然有近一个月没有写文了。。。好吧放假就是有点懒 这次说说我的一大消...  (来自 @头条博客) - http://t.cn/RPTfeeY,Y,L’Oreal=NEU,AD
44868,【对于卡卡重归圣西罗 枪手拿下厄齐尔 今夏转会你怎么看？】我的看法就在这个炫酷的图片里！听说神评论还能上新浪体育，@Clear清扬 你们觉得我这个怎么样？  http://t.cn/z8XGL4g,N,,
9642,以后洗发水不买清扬了！,Y,Clear=NEG,
406166,@阿狸说到心坎里的话 @alisa-zhangpei @HDPT_潘婷 我分享了http://t.cn/RhcVYAa,N,,
414628,自从用了bingo产品，之前用的潘婷和还原霜洗发水都被我淘汰了，相信我，用bingo洗护系列会令你的发质顺滑迷人，欢迎咨询,Y,Pantene=NEG,AD
385655,昨天晚上洗头以后我早上起来用了上次说的那个欧莱雅的精油  用了一点 然后被我妹妹说【麻麻姐姐的头发没有洗干净】卧槽？@阿凉_旧时念绾晚,Y,L’Oreal=NEG,
415041,@余姚很二先生 @杭州扇贝王余姚店 @章杰218 @Baby潘婷 @大奥Lance @余姚大叔 大家可以去传奇看球赛拉～[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]营业时间下午五点到凌晨六点，订桌电话:13567835653 超大投影现场观看世界杯，看球赛的最好地方，更又美女陪你们一起观看@余姚生活网  http://t.cn/8FqGq7u,N,,
63884,有一种男人叫俞sir，有一种女人叫滢姐，有一种宝宝叫海飞丝，有一种帅叫爆seed，有一种牺牲叫欢喜，有一首歌叫越难越爱，..黑帮里全是卧底，警察里都是黑警，衷心属于我们，其他人都是骗纸有木有[偷笑],N,,
403311,#汤唯相貌平平# 自从她卖到南朝鲜之后，我就越来越觉得她长的一般了。不过气质还是有的，但用在德芙巧克力上。。。我觉得格格不入。。。潘婷还是可以的，不过再也不用了。。。,Y,Pantene=NEU,AD
399390,http://t.cn/RzyIAdl @潘婷Pantene @鹏少PENG龙,N,,
1995,看10年前的那场比赛真的是热泪盈眶啊，感觉比赛就在上个月，却已经是10年前了，大罗、小罗、齐祖、小贝、卡洛斯、劳尔……老了，踢球踢一下午的日子再也回不去了，让我自己安静会……#清扬胜利足球# http://t.cn/R7MhqZY,N,,
244545,放学后，雨下个不停。四点多了，不得不回家了。一路上，雨越来越大，鞋子湿了，脚泡在鞋子的水中，一直到家。不出我所料，到家时，全身都湿了。而且，感冒了。身体真烂。马上洗个热水澡。洗完后，被冬笑到肚子疼，他说他要洗屁股，而且要用海飞丝洗屁股。。。,N,,SAR
171563,美版的海飞丝适合我这油皮头发，跟清爽呀！ 我在:http://t.cn/8F2VoyK,Y,Head & shoulders=POS,
48896,清扬去屑洗发水很管用，用一次头皮屑就少了很多很多 我在:http://t.cn/zH9MnBi,Y,Clear=POS,
8678,西班牙，你好歹进个十六强啊！尼玛，第一轮小组赛就被刷下来了，我买了你两场都输大了。你输给荷兰还好说，你让智利踢了个2:0，这就说不过去了。放心吧！C罗，我以后再也不用清扬洗发露了！@洛城兄弟映画 http://t.cn/z8AUYIz,Y,Clear=NEU,SAR
181952,分享自此起彼浮  《#宝洁美尚未来视界#宝洁美尚抽奖活动第九时段已结束，活... - 参加#宝洁美尚未来视界#宝洁美尚抽奖活动第九时段，活动奖品为@海飞丝丝源复活发膜一瓶，真的好...  (来自 @头条博客) -  @海飞丝丝源复活 http://t.cn/8kncU2I,Y,Head & shoulders=NEU,AD
408979,看看这些，有你用的吗？各种硅油。 沙宣 潘婷 飘柔 伊卡璐。。。  用【优钻】来拯救吧，给你彻底的改变。好不好，值不值？用了才知道。 莱蔻优钻 美丽价格欢迎亲们咨询微信:18660608695 这个季节无优钻不女神。,Y,"Vidal Sassoon=NEG
 Pantene=NEG
 Rejoice=NEG",AD
295444,性价比最高的洗发套装，比你那个水密码，欧莱雅，沙宣好用一万倍！价格还不需要你去超市买一套沙宣！你还没用过mascara？你无敌out！！！,Y,"L’Oreal=NEG
 Vidal Sassoon=NEG",AD
72052,泰国产超强去屑止痒海飞丝，超大瓶装。浓稠，国内洗发水大都兑水或者假冒伪劣，洗完，头皮隔天就会发痒。,Y,Head & shoulders=NEU,AD
384794,@巴黎欧莱雅老是掉头发怎么破？哪款洗发水合适。,N,,
386420,特制的染发剂就是超市买的欧莱雅外加我妈搞传销的小伙伴那里买来的“一洗黑”洗完头我说妈你把我头发染花了…我妈说哪里花了这是我故意设计的，这样多好看啊扒拉扒拉一大堆，然后欢快的下楼吹牛逼去了。我真的是亲生的么？不是充话费送的么？,N,,
45585,#杨宗纬歌未央# 我和小伙伴们都要换清扬洗发水[太开心],Y,Clear=POS,
147999,❄️好大的头皮屑，快用海飞丝！❄️,Y,Head & shoulders=POS,
66030,[喵喵][喵喵][喵喵]有人跟我一样觉得用完海飞丝以后头屑每次都成倍增加吗？！,Y,Head & shoulders=NEG,
87191,家里2瓶海飞丝全是假的，一瓶透明的像垃圾沐浴乳，味道刺鼻，包装根本看不出。还有一瓶很稀薄的，洗完头发好硬，呵呵。无耻商家欺负老人家没读过书啊！ @海飞丝,Y,Head & shoulders=NEU,AD
400169,按长包过敏级数剧烈程度大小排列:沙宣，海飞丝，飘柔，伊卡璐，舒蕾，丝蕴，力士，清扬，潘婷，欧莱雅，施华蔻，水之密语[拜拜]——我，不，适合，洗头[拜拜]，又是包[拜拜]，睡了[拜拜],Y,"Vidal Sassoon=NEG
 Head & shoulders=NEG
 Rejoice=NEG
 Clear=NEG
 Pantene=NEG
 L’Oreal=NEG
 Schwarzkopf=NEG",
121976,不敢再去国惠买东西了，竟然有假货[吃惊][吃惊][左哼哼][左哼哼][左哼哼]上次是海飞丝洗发水，这次是伊利纯牛奶～～～ 我在:http://t.cn/8sNo9sl,Y,Head & shoulders=NEU,
55900,B站真是个好地方。看黑执事的时候当塞巴斯说：“yes，my lord.”的时候弹幕总出现“爷是，卖肉的。”当克劳斯说“ yes，your highness.”的时候弹幕总出现“爷是，有海飞丝的。”克劳德和塞巴斯抢啵酱的时候弹幕就出现“我不要有海飞丝的我要卖肉的”想起那次在B站看黑执事弹幕作死那是我逝去的青春！,N,,
404981,我也真是醉了...根本停不下来[嘻嘻]@PPPttt-潘婷 @Lala小菠 @ZZZxxx-张璇 @SHM8023 @yalar小蓝天天 http://t.cn/RhlrViN,N,,
225600,洗发水好假，仲要系海飞丝，欺骗我感情，讲明控油，到洗左好似无洗感，油立立，好唔爽阿！听日无面见同学了，一于逃课啦！,Y,Head & shoulders=NEG,
42200,#杨宗纬《闪耀》#艾玛 今天网络好了 这个MV花絮看得我如痴如醉啊 啥时候商场里的清扬头像都换成我们宗纬啊 随时准备换洗发水的 一大家人等着用啊 @Clear清扬 君抓紧点啊,Y,Clear=NEU,AD
12613,哈哈哈哈哈 刚才坐在后桌的男学霸说  你用的什么牌子洗发水 太香了[哈哈][哈哈]上午就想问 忍住了 下午还有  不得不问了[笑哈哈][笑哈哈] 答曰小女子用的清扬呀[偷乐],Y,Clear=NEU,
398216,#True/False#今天让我们一起来探讨一下，女神@Mss__小米米小 提出的关于“洗完头发，要不要用吹风机吹干呢？”这个问题吧~ 转发此问题并表达自己的观点，潘婷就会从中抽取三位，获得负离子空气净化器一台，杀菌加湿器两台~快点说出自己的观点，跟潘婷一起横扫雾霾吧！,Y,Pantene=NEG,AD
22202,你们用清扬掉头发么？我已经听到三个朋友反映了。,Y,Clear=NEU,
205122,大话可否帮个忙啊   实话实说的事不许笑啊   大一的时侯傻傻的被人骗了   买了好几箱的洗发水海飞丝and潘婷（ps:感觉质量是不过关的 ）  现在都大三了可还没完全处理掉   可有专业人士需要的   帮个忙啊   谢谢咯[爱你][爱你][爱你]@大话芜湖,Y,"Head & shoulders=NEU
 Pantene=NEU",
365306,头发不好的妹子也不要灰心 啦，试着用欧莱雅的产品，不会失望的啦//@忧郁嘚狮子: 真是怎么看都觉得这是专门为我这种长发妹子办的呢#欧莱雅炫发大赛#,Y,L’Oreal=POS,
294316,樱花溜溜蛋白还原酸，修复秀发的法宝！！抛弃发廊所谓的欧莱雅护理吧！一瓶做一年护理你说咋就这么划算呢〜[阴险]我自己朋友家的产品。自家生产自己人一直用的产品。你说它好到啥程度？好到给家人用的程度。好到发廊卖天价都有人买的程度。不多说，想头发顺滑摆脱损伤的来〜[阴险],Y,L’Oreal=NEG,AD
45584,@快乐三兄弟 不得不抱怨下 现在你们半小时的节目里 插播三次广告 每次看你们节目 我都要看三次小S的清扬洗发水广告 太烦了,Y,Clear=NEG,AD
52014,刚才洗澡，竟然把卡尼尔洁面乳错当洗发露用，三秒变陈奕迅有木有？发现味道不对赶紧冲洗半天，再用清扬，洗完立马照镜子，生怕起化学反应，丫的果然头发更黑了。,Y,Clear=NEU,
386693,这次花了血本在亲爱的那买了好多的东西回来试用 我想说爱敬的护发素真的超级好!! 跟巴黎欧莱雅完全不是一个档次的 欧莱雅用完后手都是滑滑的腻腻的 可难受了- - 爱敬的就不会~ @非米小铺,Y,L’Oreal=NEG,AD
243990,海飞丝效果…-_-||不知道我的6870搞得定不，应该不会冒烟吧…,?,,
407175,22秒付款的威路士，有图有真相，自己看，@妈咪汇网推荐 @昕彤麻麻 一点点就泡沫丰富，薄荷的，非常适合夏天的油性头发，而且易清洗干净，淋浴一会就好，总之我觉得比施华蔻，力士，潘婷好，总结完毕,Y,"Schwarzkopf=NEU
 Pantene=NEU",AD
392388,这个牌子不用说。大家都知道吗？适合成人的沐浴露。洗个身上有一种香喷喷的感觉。皮肤洗的像水一样哦。在加上洗发水。欧莱雅。需要的加微信150479357,Y,L’Oreal=NEU,AD
222559,刚才冲凉把洗发水当沐浴露用了。现在周身海飞丝的味道。竟然觉得这小毫毛根根分明。[黑線][黑線][黑線],Y,Head & shoulders=NEU,
401171,在屈臣氏偶然发掘的绿色包装潘婷，超级好用，关键是搞活动还很便宜！[good]结账的时候还是买了巧克力和张君雅，没办法，戒甜食比戒毒还困难，大家都知道的。,Y,Pantene=POS,
58173,外国人的这个二手货市场也真是……看见有人连续两周在网上发布他要卖两瓶剩了一半的海飞丝[汗]居然还有几十个人点赞，那你们倒是买啊 http://t.cn/Rz07El4,Y,Head & shoulders=NEU,
32828,果然划算，还赠送一瓶清扬400的洗发水[色][呲牙][呲牙] 我在:http://t.cn/8k6VoLb,Y,Clear=POS,
400647,相比fb觉得还是这里更安全。晚上回来想起了高中有一次和ex吵架，我很窝囊，站在门口被他骂被数落。当时铁了心分手却一直没说出这两个字，冷战了几天又屁颠屁颠和好了。想起来之前室友问我为什么总用潘婷因为她觉得不好用不起泡沫，那个时候我才知道原来不是我洗头方法不对。 http://t.cn/8ksbPXy,Y,Pantene=NEU,
402632,#ShineStrong#不同的选择不同的人生。曾经也哭过迷茫过绘画是否能够能让我温饱，那么多艰难枯燥的时光咬牙坚持下来，你就会发现，梦想从不曾辜负每一个真心付出的人。@潘婷Pantene(来自 http://t.cn/RhfnVmQ ),N,,
403943,神器！喷一下就跟洗了头发一样 有香味 而且还顺顺的 懒人必备啊啊啊 潘婷干洗发水,Y,Pantene=POS,
223804,she said 被人背后捅刀子的感觉真不好。。。。@去屑就用海飞丝HFS 我在:http://t.cn/zHiuRUw,N,,
259116,欧莱雅的东西白送都怕用了伤皮肤，连它家出的洗发水都是出奇的差,Y,L’Oreal=NEG,
404435,以前我用飘柔的时候羡慕别人用潘婷，后来用上潘婷了又羡慕别人用沙宣，好不容易用上沙宣了才发现效果也不过如此！[难过][难过]直到我遇到了它[调皮]韩国爱茉莉洗护套装！原谅我一开始是因为它够大致支才买回家用[害羞][害羞]但没想到效果还这么好！好产品自然与大家分享[愉快][愉快][愉快]欢迎大家咨询,Y,"Rejoice=NEU
 Pantene=NEU
 Vidal Sassoon=NEU",AD
40235,清扬音乐大使。。。。瞎爆。本打算洗发水用完买清扬试试来着，现在买什么牌子好呢？萧同学赶快代言个洗发水[抓狂],Y,Clear=NEG,AD
102159,“你土豪啊居然用海飞丝”  “你有病啊” “你说你用的是海带丝” “钱苏你真是个逗比” 我真的是个逗比嘛[哈哈][哈哈][右哼哼],?,,
16448,同事居然说我和他男友头发味道一样 聊了才知道都用的清扬 我这女士的 他这男士的  怎么味道还差不多[哼][哼],Y,Clear=NEU,
398162,#好久不见# @Baby潘婷,N,,
233780,不要头屑，只要柔顺！海飞丝！[浮云][耶],Y,Head & shoulders=POS,
552,回复@哇咔哇咔耶咿耶:请用好闻的洗发水，我觉得清扬不错。这也许会给你身后的考生（男）一天好心情。 //@哇咔哇咔耶咿耶:不会挽髻可以评论吗？我是想说 每次考到特别心塞的科目 我也反反复复好多次把披着的头发扎起来又放下又扎起来又放下 原来我不是一个人😂,Y,Clear=POS,
415060,发了么又删的，真是神精病！[鄙视][鄙视][鄙视]@Pt-潘婷,N,,
219810,还是寝的海飞丝特好用,Y,Head & shoulders=POS,
386899,欧莱雅洗发水把自己老位置让给了美即……每次超大促，都是竞争对手天堂啊NND……额？这抢到位置的是我们的SP？,Y,L’Oreal=NEU,
278350,只售正品💪发膜最新包装是带有blingbling✨✨的哦😋效果跟原包装是一样的哈！店主实拍图 宝贝们可以放心使用🙆一次见效！！有的护理产品用过当时好，洗过几次头发以后就不行了[NO]但这款发膜是越洗越顺 越洗越滑！产品品质堪比欧莱雅、施华蔻等大品牌！500ml好大一罐😱重点价格实惠又好用！,Y,"L’Oreal=NEU
 Schwarzkopf=NEU",AD
58621,#煎蛋# 北爱尔兰出现大量假冒海飞丝，含有变性化学物质 #地球上没有新鲜事# http://t.cn/RzKICmk,Y,Head & shoulders=NEU,AD
121930,妈蛋以后再用海飞丝我就改姓【掀桌】,Y,Head & shoulders=NEG,
408380,不再因为毛躁的头发烦恼！Bingo咖啡瓶滋润养护系列～你知道普通超市货洗发水只会让头发越洗越糟糕吗？[生病]随着年龄增长，细胞活性和代谢能力下降，含有过多硅油和酒精的Dove，伊卡璐，卡尼尔，海飞丝，沙宣，潘婷，只会让你的发质更脆弱，头皮问题越发严重[泪][泪]是时候为了美腻而改变啦！[哈哈],Y,"Pantene=NEG
 Head & shoulders=NEG
 Vidal Sassoon=NEG",AD
64442,母上大人买的海飞丝的洗发水[笑cry][笑cry][笑cry]气疯了！前天洗了头结果头顶黏糊糊一片！以为是护发素没冲干净[拜拜]昨天就顶着一头像30天没洗过一样的头上班了。。。[好囧]晚上洗头特地没用护发素，还是黏糊糊一片。最后什么都没用冲了五遍还是不行啊摔！😡于是今天继续仿佛20天没洗过头模式！,Y,Head & shoulders=Ambiguous,
