Post#,Post,Relevance,Sentiment,AD
71530,台湾宝岛魔皂 纯手工打造 ：普通产品无可比拟的三大优势.    十二个装洗漱一整套      ：一：控油活性剂 比 马斯卡华沙宣 海飞丝洗发水去屑去油好十个比例       二：祛痘无患子 更安全祛痘 用完见效 不复发 立竿见影          三：收细毛孔去死皮，美白嫩肤➕微信【13106168232】 http://t.cn/RvQZAhL,Y,"Vidal Sassoon=neg
 Head&shoulders=neg",AD
796034,呵呵•••••短頭髮的、坐月子的、不方便洗頭髮的•••••看過來！噴幾下＂牛柳條＂速變沙宣頭！[酷][酷][酷][鼓掌][鼓掌][给力][给力][哈哈][哈哈][哈哈][good],N,,
457484,我收回那三个字，另外给你三个字。“一直在”[爱你]@卡卡是王婷也是潘婷celeste,N,,
1882,清扬男士，无懈可击！//@乐视体育: 皇马球星C罗一人加冕最佳球员、最佳前锋和最佳进球奖[good]要不要这么优秀？！奖杯多到快拿不下了[威武],N,,
724745,Schwarzkopf 施华蔻 羊绒脂深层营养水150ml/支 24.95元 - 发烧族 Flash Sale Zone http://t.cn/zHlvnpA,Y,NEU,AD
984988,加你了,N,,
503614,屈臣氏的潘婷，换购价比非换购价贵啊。。,Y,AMBIGUOUS,
568818,她拥有一头秀发，让他对她一见倾心，日日纠缠于她。终被女友察觉，这天在超市被捉个正着，女友见她身穿工作服，便气不打一处来，冲上前就是一巴掌，“一个销售员，谁给你的自信勾引我男朋友？”她静静整理好仪容，温柔地笑，“是飘柔，小姐，买吗？”,Y,NEU,SAR
741897,家里的洗发水用完了所以今晚开了绿吕来用 ，终于知道为什么这货这么 ，洗发水里面有绿色的小颗粒照片看不出来 ，洗完之后凉凉的好舒服，梳头发完全不会打结之前洗沙宣的梳头那个悲催 绿吕已经没有货了，订了红吕（烫染修复）紫吕(保湿滋润防脱发)的还在路上，这货不是经常有到货赶紧自己再留,Y,NEG,
4428,2#清扬胜利足球#【世界杯庆祝之舞蹈篇 米拉大叔最炫民族风】:. 世界杯历史上的经典“庆祝”，说到与舞蹈有关的庆祝故事，桑巴舞步肯定是最具代表性的一道风景，除此之外，米拉大叔领衔的狂野非洲也同样别具魅力。专题-->:.6~新浪体育视频~[din推撞]撇[熊猫],N,,
618979,『56网 - 罗志祥 曾恺玹【飘柔广告温馨恋曲】两年构成一部浪漫偶像剧！完整版~值得收藏哦~』http://t.cn/8kcH4kW,Y,NEU,Official ad quota
903327,原来唯女神使用潘婷来呵护自己的秀发啊，我知道应该怎么做咯,Y,POS,
424033,我的闺蜜们，都来问我，我是怎么了，怎么没有问你？为什么？@hi潘婷婷婷[泪][泪][泪] 我在这里:http://t.cn/z85jDM3,N,,
784363,@丫丝gone 晚上不用沙宣，和尚洗头用飘柔[哈哈][哈哈][哈哈],Y,NEU,SAR
744186,M家的洗發水不用我再介紹大家都知道好用，一開始用的時候覺得沒什麼，反而覺得多芬沙宣更好用，但是用了幾次之後會發現發質真的變好了！我手上剩下最後三套舊包裝，下次發貨就要等新包裝了，大家快動手吧[爱你][爱你],Y,AMBIGUOUS,
67465,不错的片子，海飞丝大战宇宙怪兽= =评：《进化危机》http://t.cn/RhNvnQ9,N,,
390472,仅需18元，即享原价88元潮人秀【巴黎欧莱雅洗剪吹】精油套餐：高级技术总监精致剪发+欧莱雅洗发+吹风造型+赠送贵宾折扣卡一张(价值50元)！到店需付1元毛巾费！不一样的季节需要不一样的风采！抢购链接：http://t.cn/zQLhkYk,N,,
314918,喜欢巴黎欧莱雅奇焕润发精油的芬芳花香，尤其是玫瑰，洋甘菊。随时随地，都能感受到它带来的清新。,Y,POS,
716069,我最爱施华蔻！,Y,POS,
967729,沙宣是不是更好点呢,N,,
63856,我在#酷我K歌#收听了网友演唱的《包容 (海飞丝明)》，非常好听，简直逆天了，大家快来收听吧！分享自@酷我K歌官网微博 http://t.cn/R7wd9kL,N,,
705358,#中奖公告#巧克力团中奖者@emilyZCL http://t.cn/8krLZXM 联系@哈尼宝贝的屋 领奖；爱音餐椅团中奖者@宝蓓蓓0918 http://t.cn/8krLheH 联系@爱喏母婴 领奖；施华蔻染发膏团中奖者@_Find_MySeLf http://t.cn/8krLbaX 联系@德国福来堡 领奖~~,Y,NEU,AD
495957,@师太爱猴子 好幸福~快递来100朵玫瑰呐~ [鼓掌]@夏莉Hyacinthus @我才是钟文迪 @Vina潘婷 @昱姣伍 你们看...[鼓掌],N,,
900644,2014年10月23日，...,N,,
662983,亲爱的美空姐梦梦都是用的咱家洗护，好漂酿[色]只想说一点不比施华蔻差，我可以说比它好用吗梦梦[害羞]如果你发质不那么满意，就来找我吧，一点儿都不吹牛，谁用谁知道[害羞]以后亲爱的们发朋友圈买家秀而且还推荐我微信号或者微博@我，都可以享受下次购物九折优惠哦👏,Y,Schwarzkopf=NEG,AD
124612,邓紫棋她小弟还是小妹啊！@Cc-颖_Yv @WU--超 @jack旗 @陈海思一直在用海飞丝 我在:http://t.cn/z8ogdiu,N,,
693171,#斐，你莫属#施华蔻斐丝丽新品天猫全球首发，0元赢Smart!  地址：http://t.cn/8sikfYg,Y,NEU,AD
982276,【踏雪】呵护发丝有新招，青丝闪亮随风飘sina 2014-12-24 16:44 2014是本命年，特别偏爱红色，但这一年过得特快，似乎什么事儿都没做，一眨眼就从年初到了年末，瞬间就是冬天~总觉得前路漫漫、不知所踪，挣扎着写了个年终总结后就组团去了泰国玩，让受冻的身心再次感受到阳光温暖的抚摸！ 【踏雪】呵护发丝有新招，青丝闪亮随风飘sina 2014-12-24 16:44 回来这些天，略感疲惫，每天起床时一梳头就是一地落发，这状况总让我有种“未老先衰”的担忧。看着指尖的青丝，难免惆怅，好姐妹推,N,,
415196,超市卖的洗发水很便宜！用完效果好不好有目共睹！[咒骂][咒骂]我们的神器都是富含精华，不含硅油！一流的原料生产，当然效果杠杠的！ 💪 💪 💪欧莱雅施华蔻沙宣潘婷水之密语啥都不算！我们的好用又温和，孕妇都能用！超市货和我们的没法比！[左哼哼][右哼哼] http://t.cn/8FaQSLf,Y,"L'Oreal=neg
 Schwarzkopf=NEG
 Vidal Sassoon=NEG
 Pantene=NEG",AD
441692,胡说！明明是潘婷！//@呆橘cy: 霸王吧！!!!//@3秒姐: 竞猜！明明是去屑的海飞丝！实力派 //@花花滴七七姐:沙宣吧 //@赵六六掌心开出了花:多粪吧 //@花胖耶:拉芳吧 //@3秒姐:是飘柔吗,Y,"Rejoice=NEU
 Vidal Sassoon=NEU
 Head&shoulders=NEU
 Pantene=NEU",
258431,2，御泥坊面膜贴 65RMB；4 ，百雀羚气韵 焕白褪黄套装 149RMB；6，欧莱雅奇焕润发精油100ml 66RMB。是吧是吧[嘻嘻],Y,NEU,AD
481789,[哈哈]一大早收到我守护者的短信叫我多穿衣   连思德我都唔想听了[心][心]@Lilili娇 @戴着头盔的潘婷 @守把开的关关 我在:http://t.cn/zRMFvNL,N,,
420490,我家蚕宝宝吐金丝了，我把幸运带给你们[哈哈]@狼小黑黑黑 @这里是潘婷 @杨洋icon @Nick程诺 @炎亞綸 @马里奥毛瑞尔MarioMaurer 我在:http://t.cn/8smZcj0,N,,
636191,太佩服飘柔爱转角的女孩们了，太勇敢了！,N,,
1156,#清扬胜利足球# http://t.cn/zTzGzs1这期讲伊斯科的那几个背景音乐是什么,N,,
414881,飘柔+潘婷（怎么可能是我）,?,,
60741,果然有得必有失[哼][哼]我亲爱的海飞丝[怒][怒][泪][泪],?,,
288335,【视频范冰冰多效修复5损伤复元洗发露广告大片2014年巴黎欧莱雅30秒—在线播放—优酷网，视频高清在线观看】范冰冰多效修复5损伤复元洗发露广告大片2014年巴黎欧莱雅30秒 范冰冰多效修复5损伤复元洗... http://t.cn/8FTCC37 （分享自 @优酷网）,Y,NEU,Official ad quota
407808,#微信积分加油战# 最新指定店内潘婷乳液修护试用活动，不包括以下哪个城市？A.广州；B.深圳；C.珠海；D.大连【转发并答对，姐将抽出1名幸运儿送上好礼~(截止8.31)】搜关注“宝洁生活家”回复【J】即可参与更多题目，赚微信积分当钱花~[xkl转圈],Y,NEU,AD
599615,发表了博文 《沈城九成消费者 不知洗发水含防腐剂》 - 某第三方机构近日检测海飞丝、飘柔、清扬、巴黎欧莱雅、舒蕾、拉芳、霸王、追风、养元清等9个品牌洗发水，发现去屑剂的含量并不一样，一些产品所含的防腐 http://t.cn/8sQeRC9,Y,"Head&shoulders=neg
 Rejoice=neg
 Clear=neg
 L'Oreal=neg",AD
766183,http://t.cn/8stkqPi 尛荭荭推荐~~沙宣弹力素,Y,NEU,
369445,好用CRY，欧莱雅奇焕润发精油是油不油！！！滋润顺滑不油腻，炒鸡好评！,Y,POS,
657818,#爱茉莉护发精油#秋季是头发最容易干枯分叉的时节！现在市面上大多数护发精油都很昂贵，不想花太多💰又想要很好效果的宝贝们可以试试这款精油，效果完败卡诗和施华蔻，而且大家不知道的可以问问度娘，爱茉莉其实是一家享誉全球的大公司呀！💎💎💕💕,Y,NEG,AD
491115,[兔子][兔子][兔子]身上有烤肉味么！已洗澡[哈哈][哈哈]小心梦到小怪兽[甩甩手]@panda潘婷_,N,,
777949,多芬沐浴露、沙宣洗发水、海飞丝洗发水[嘻嘻][嘻嘻][哈哈]，我把价格都拍上l。,Y,"Vidal Sassoon=NEU
 Head&shoulders=NEU",
812007,这个还是不错，上次买也是看了说明书才买的,N,,
13390,柠檬的我喜欢哦，不过之前囤的货还没有用完哦——评论 @惠惠网 【清扬 男士洗发露清爽控油型（400+160）ml 仅部分地区有货】 这款清扬男士洗发露清爽控油型(400+160)ml专为男士设计，内添加了柠檬精华，能够有效去除头屑、油腻和汗水，抑制头痒、油腻等问题，...http://t.cn/8sEYwBH,Y,NEU,AD
886201,楼主，我也是用了潘婷，头发刷刷掉，后来用了优钻和吕，都掉头发。。。求楼主豆油 小菠菜 豆啦～>3,Y,NEG,
359548,据说，紫外线都会伤害到头发，我朋友给我推荐用欧莱雅奇焕润发精油，用过之后发现真的太赞了，我也要参加,Y,POS,
760722,VS 沙宣 垂坠质感 润发乳 750ml 39元（限华北，西北） 促销详情:http://t.cn/8sepaMs #什么值得买-发现频道#,Y,NEU,AD
631256,[嘻嘻][好喜欢][求关注][不好意思]@方丈用飘柔 谢谢李先森给我的新玩具！[推荐][好爱哦],N,,
440860,#发现新潘婷# 新年马上到了，靓丽当然要从头开始！最近染发烫发的人真的太多了，Suri前阵子也染了头发，过了一个月颜色还很好看，奥秘就是最近用了@潘婷Pantene 新潘婷染烫修护系列哦，添加的角蛋白隔离因子可以有效阻隔染烫给头发造成的损伤，修护+隔离损伤，让染烫发持久莹新呢～你也快试试吧！,Y,POS,
523738,要想头发飘，就得用飘柔。飘柔，不是一般的柔，可以自制飞机头😂😂 http://t.cn/R7aWLoK,Y,POS,sar
446152,"#ShineStrong#潘婷邀你一起做最闪耀的自己奖品非常好，朋友快来,希望幸运女神眷顾我.[抱抱], 地址：http://t.cn/8FL9krm",N,,
487891,--潘婷--攻略。,N,,
628274,@岸雨飘柔 呆仔，新月新字頭，恭喜你正式步入2字頭，成為奔3一族[鼓掌][阴险][偷笑]生日快樂啊親～！ [蛋糕][干杯][礼物][照相机]你說，這麼多年了我們還在玩偷拍，那就送你一張偷拍照好了！！！感冒記得回來地球看醫生，不然在火星就暈暈的學不進高數啦[奥特曼]我送的喇叭丸你今天吃了嗎？[偷笑],N,,
388180,高温热浪刺激下头皮容易出油出汗，秀发极易失去水分变得干枯毛躁，#特别特#美发连锁推出欧莱雅丝泉舒缓#护理#，秀发养护，头皮舒缓，滋润秀发，恢复头发的韧性和柔性，让你摆脱秀发干枯烦恼。活动价80元，还有卡尼尔BB霜相送，详情请见各门店海报。电话0991-2817888。,Y,NEU,AD
694062,施华蔻很专业！,?,,
597124,撕男人的褲衩兒原來這麼爽～飄柔～就是這麼自信～@SisiyWang 我終於理解妳撕二逼軸褲衩兒時的感jiǎo了～[偷笑][偷笑][偷笑] 我在这里:http://t.cn/z8AG7qH,Y,NEU,SAR
412223,#展先生最强大脑#来自新西兰的艺术家和他的朋友们在i沙滩创作了一幅幅充满创意的3D沙画。哈，是不是又多了一项沙滩运动可以玩了？不过浪花一来，画就得消失咯~不过小编编很纳闷的是，他们如何防止还未画完，大浪就来了呢？[疑问]@红海管理咨询@PanT-潘婷@嘉茵MINNIE@杰baoerr@鹏程酩友酒窖@林逸辰2o12,N,,
880457,看到过你哦，青子，鉴定过了，是个美女,N,,
390238,#欧莱雅慧眼识星品#左边是巴黎欧莱雅奇焕润发精油；右边是巴黎欧莱雅多重防护隔离露@巴黎欧莱雅,Y,AMBIGUOUS,
281,#清扬胜利足球# http://t.cn/zTzGzs1托雷斯心酸啊  哎  怀念曼联与利物浦的对决  曼联球迷留,N,,
721251,【Schwarzkopf】施华蔻家又有活动啦！！ 全场折扣大部分都是只要几磅啊！！而且现在购买任意施华蔻产品即可获得施华蔻保丽修护救援焗油（受损发质适用）一瓶，到7月30日结束/送完即止！需要的收啦！！购买地址：t.cn/zQfdUMp,Y,NEU,AD
741940,我最喜欢的3个宝洁品牌：玉兰油、护舒宝，沙宣,Y,POS,
307232,欧莱雅精油护发辛苦的努力会换来勤奋的果实啦: 地址：http://t.cn/8kBYjQQ,?,,
139614,我还是坚持认为洗脑就像洗头 你一个海飞丝凭什么损我们用飘柔的啊 你有什么权 自己的钱自己的头自己都不能决定用啥洗非听你的跟你一样吗你是传销大拿啊？自由意志是尊重有所忠实有所坚持 不是反一切不同 你也配当个公知？母猪都不愿意让你配！,Y,"Head&shoulders=ambiguous
 Rejoice=ambiguous",
683943,http://t.cn/8skNWj2 990天猫积兑换 施华蔻套装,Y,NEU,AD
375282,#欧莱雅奇焕润发精油#[笑哈哈]哈哈，终于等到这个活动喽。等了好长时间了，来吧，大奖  地址：http://t.cn/zROCjIS,Y,NEU,AD
649202,如果连免费的东西都视而不见，那人和咸鱼有什么区别……呐，现在免费试用活动“新浪时尚试用：施华蔻至臻修护精油润养液”正在进行，别说我没告诉你~ http://t.cn/RzoOIKZ,Y,NEU,AD
823263,亲们、家里有人在宝洁工作、代卖海飞丝和潘婷的洗发水、还是出口货哦、200ml 18元、400ml 25元、刚看了下京东都没这个便宜呢、而且是出口货肯定比市面上的要好、大家懂得、有意者私信我、买的多的给亲情价！！！买到就合适！！[愉快][愉快][愉快],Y,NEU,AD
345361,好时髦欧莱雅护发土豪金//@全球热门搜录: 遥望当年遭哄抢的IPHONE土豪金，如今性价比更高的#欧莱雅护发土豪金#更受女性亲睐~感恩节的感恩礼送起！,Y,NEU,AD
868287,男生昨天晚上烫的头发 我...,N,,
853628,店铺不错，宝贝也给力，潘婷海飞丝，还有飘柔，就是这么自信，嘿嘿，潘婷海飞丝深度3分钟，欢迎每天来互访,Y,"Pantene=neu
 Rejoice=neu
 Head&shoulders=neu",AD
840859,@阳光照耀大榕树 1616162楼 2014-04-18 15:11:22 　　6秒前 通过搜狐微博 删除 转发 评论 　　方舟子 　　所以我担心她会逃回韩国去。【潘婷，女，笔名素素，1979年生于上海。师范大学毕业后，留学日本，目前暂居韩国。现任韩国忠北堤川市市政府特聘汉语讲师、中央洞事务所特聘外语讲师、隶属教育局。幼承家学，在家父（上海市陈氏太极拳协会副会长、香港混元太极协会名誉会长）潘厚成先生的多元化熏陶下，逐渐对中国传统文化产生了浓厚兴趣。】 　　◇ 　　...... 　　-----,N,,
459569,在教室听风，出教室吹风，走哪哪有风，风为你造型，风吹你进草坪，无论你头发多么顺滑，甭管你今个还是昨个亦或是大昨个洗的头发，甭管你用的是潘婷多芬还是巴黎欧莱雅，出门三分钟包你梅超风，有风有风就有风~[熊猫][熊猫],Y,NEU,sar
239253,什么“海飞丝”本季最实力男人~真心会打擦边球，不花钱让人家给你打广告！！,N,,
440116,我要关注你，支持潘婷,?,,
483647,事件一:四川达州1500名女性集体投诉：护舒宝丝薄卫生巾使其感染霉菌 事件二:宝洁只认自己的标准，无视行规 事实上行业协会公布洗衣粉质量调查 汰渍不合格 事件三: 宝洁公司旗下四大品牌（包括潘婷洗发水、海飞丝洗发水、舒肤佳香皂和佳洁士牙膏）被宁波海曙工商所立案调查，致癌物含量超几十倍,Y,NEG,AD
113936,"来听听我唱的《海飞丝的芳香》,击败了全国0%的人. 试听地址 >> http://t.cn/8sBMU3l (通过 #唱吧#录制)",N,,
359518,现在我家那口子越来越爱摸我的头发了，简直把我当小狗了！这都是因为用了欧莱雅奇焕润发精油,Y,POS,
880196,ヤ１直Smile 发表于 2014-6-18 12:07:28 那位吃龙虾的漂亮萌美眉是你吧 应该不是把，，大众脸，，哈哈,N,,
420664,“为什么我和别人不一样？”“为什么？你要和别人一样？”--潘婷，you can shine!,Y,NEU,Official ad quota
644826,与大家分享我所喜爱的照片！@最炫姗幂风#飘柔自然之美# “一张照片证明你是自然系女生” 地址：http://t.cn/zTlsUIa,N,,
867447,亲的券我都喜欢的哦亲愿意换啥呀 随便选 有dior kancome粉底 丝巾 麦当劳杯子 欧莱雅小样 洗发水等 选一样也可以其他给米,Y,NEU,AD
52993,#清扬绝杀时刻#昨晚看we比赛，感觉跟看NBA绝杀差不多了。,N,,
847747,春天头发更需要补水，倍瑞丝的真不赖。,N,,
588102,[偷笑][花心]【TVB经典限制级广告：不小心摸到女朋友胸部 】佢真系无心嘎...点知你D头发滑到甘先得嘎[阴险][给力]！！！ [视频]http://t.cn/zTxOemc 哇擦，笑屎了...[哇哈哈] [哇哈哈] 史上最牛逼的飘柔广告。[推荐]真特么的有创意！[赞啊],Y,NEU,Official ad quota
799140,#沙宣梳造百变# #沙宣梳造百变#说出你最爱的发型 好礼免费送给你  地址：http://t.cn/zTqbRii,Y,NEU,AD
684397,6 能治疗口腔溃疡的美白牙膏 德国施华蔻旗下的产品 用完牙齿亮亮的 牙渍都可以刷掉哦,N,,
668826,#天猫717晒出正能量#扣子们，天猫正能量第二季来啦，施华蔻以正品之名献礼！@妙音女神2013,N,,
402881,瞧孕妈咪，漂亮的肚皮[花心][花心]使用后和梳子说拜拜[doge]拯救你的干枯头，大油头，改善秋季开叉断发掉发。你以为用超市的日化就能解决你的发质问题❓哪家发廊也不用海飞丝，潘婷。我家洗护是专业的美发护理专供。孕妇哺乳期均可使用[玫瑰],Y,"Head&shoulders=ambiguous
 Pantene=ambiguous",
1796,#清扬NBA限量版洗发水#值得期待！！走过路过不可错过 http://t.cn/R7LoCAg,Y,NEU,AD
415526,跟潘婷是一个味道，可惜囡囡还的一个多月才能洗澡,Y,AMBIGUOUS,
495751,#夏至未至#潘婷我爱你,?,,
805552,http://detail.tmall.com/item.htm?spm=a1z10.4-b.w4004-9956727543.1.YnYAJ5&id=13407251545&abbucket=_AB-M130_B17&acm=03131.1003.1.53417&aldid=de7uUyeg&abtest=_AB-LR130-PV130_1092&scm=1003.1.03131.ITEM_13407251545_53417&pos=1 这个就是那个产品的链接。去看看追加评价吧,?,,
860244,"其实因为每个人的肤质都不一样的，所以没有一种染发剂是适合任何人的，只有适合自己的才是最好的。 我看到一个美容导师的博客,博主非常仔细的把自己用后的评测结果发布出来。 可以去看看，参考下哈 博客网址：http://sina.lt/tdr 。。。。。。。。。。。。",N,,
440446,“别让别人的看法，挡住了你的光芒”，这是最近火热的菲律宾潘婷励志广告里的一句话，新的一年，中青旅预祝各位[话筒]策马奔腾共享人世繁华，对酒当歌唱出心中喜悦 ，轰轰烈烈把握青春年华…………,Y,NEU,Official ad quota
717448,天气渐冷，是否在为用什么样的洗发水而头疼呢？是否想让自己的发质漂亮又健康呢？越来越多的人在寻找专业线的洗护造型产品，因为他们知道专业的产品是可以从护理头皮开始对头发起到一定的帮助的，关注@candy护肤发品，即可购买到性价比最好的洗护造型产品。牌子有施华蔻、水谷、柏蔻等专业品牌。,Y,NEU,AD
478080,[赞啊]潘婷“植物精萃”系列用起来,Y,NEU,
502145,男女合唱潘婷广告歌，[围观]预备.....唱！！注意表情，注意节奏！！好、保持！！[围观],Y,NEU,Official ad quota
543046,阳光越过窗沿，午后慵懒的天，白云卷起日头，映在水里的面。秋风过境的思念，拖着如醉的枫叶，洒在湖的中间。远山传来的歌声，泛起了秋日的涧，水波柔柔的清潭里，小鱼儿轻轻的转。水草的飘柔，奏出曼妙的五线谱，你跳动的音符，如梦的舞出清影，映在画里的涧。,N,,
683269,在小卖部刷了一瓶施华蔻烫染修护精华，涂得满头满手都是金粉…,Y,NEU,
453679,#潘婷最火视频| #ShineStrong#坚定让女人更闪耀#别让别人对你的看法，遮挡了你的光芒[good] 我分享了http://t.cn/8kTpHYX,Y,NEU,Official ad quota
832636,黑长直的头发，发质粗硬，每天都的洗头发，不洗就感觉油。现在用沙宣垂直坠感洗发水，想换成lush ... 涓 头皮油还是整个油捏？,Y,NEU,
562953,来看看我拍的MV：“#十秒广告#@美图 解决秀发3大难题。 用飘柔就是这么自信😜😜😜#搞笑# @和尚洗头用飘柔”，点此播放>>http://t.cn/RPB3KwN（通过 #美拍# 录制）,Y,NEU,SAR
852695,"2014-5-26 15:09 上传 下载附件 (47.09 KB) 左边是强生的，全新10元。右边是十八坊，用过一两次，5元吧。 5 O"" e- [4 }; y$ R$ C; V1 Y0 ^ 2014-5-26 15:10 上传 下载附件 (36.57 KB) 潘婷乳液修复去屑750ml，38元。 ; D K2 J0 W6 c, @/ l 2014-5-26 15:11 上传 下载附件 (44.37 KB) 力士新活炫亮套装，25元。来自[妈妈圈Android版]",Y,NEU,AD
770737,沙宣男麻豆啊，我的光彩来自你的风采！,N,,
6931,清扬洗发水能滋养发质 还能让人变的轻松起来~,Y,POS,
742757,喜欢潘婷、舒肤佳、沙宣。[赞],Y,"Pantene=POS
 Vidal Sassoon=POS",
294866,"#我的欧莱雅秀发非凡时刻#@宝贝宝贝_win @2014熊霸天下 @虾仁蛋蛋2013  ,我觉得最需要使用到欧莱雅奇焕润发精油的时刻是参加party前(来自 http://t.cn/8Fp5nsS )",Y,AMBIGUOUS,
52365,#清扬胜利足球#退役的赛季是8场12球,N,,
411810,呵呵，潘婷你说你到底算个什么阿，让自己的人生一步步走到如今，只有你自己这个傻逼，对当年的事如此的介意，只有你个傻逼，如此卑微的维护着身边的可以给你温暖的人和事，如此卑微的活着，卑微的生存,N,,
404051,怀疑是潘婷防脱洗发水导致我细腻的皮肤长红疹子，还痒痒。,Y,NEG,
16426,#3月14日派节，送派给好朋友# http://t.cn/8FnkbKB 让友情像π一样无限！2/26-3/20期间分享漫画给好朋友，即有机会赢取友情大奖哦~ 亲，快看，这不就是你么 @Clear清扬,N,,
671579,#斐丝丽花园咖啡店# @施华蔻官方微博 小巧的旅行套装，气味芬芳，非常好用哦~~小袋包装也是非常的精致，拉链还带锁扣，[可爱]细节处见品质[赞],Y,POS,
673128,【编辑评测：施华蔻染发摩丝】在家DIY完美染发 想要把秀发染色，但又不想去美发沙龙，想要自己DIY的人群不妨试一下这一款施华蔻染发摩丝吧！它操作起来十分方便，只需30分钟便可以在家里完美染发。 。 [... http://t.cn/zHBLRWe,Y,POS,
865722,《初年这件小事》女主演b...,N,,
230125,海飞丝男士去屑洗发露多效水润动能型秒杀:#海飞丝去屑实力派#男性头皮皮脂的分泌比女性旺盛，更易出油，选择海飞丝男士系列，无惧出油尴尬，远离头屑问题！5月9日至5月15日登陆屈臣氏会员网站即可参加会员尊享秒杀，获30元购原价48.5元海飞丝男士去屑洗发露的名额，全国限量300份 http://t.cn/hgOzVb,Y,NEU,AD
704673,我喜欢“施华蔻幻彩染发霜”，它的功效“染发“很有用！晒妆狂app，随时随地获取最全最新化妆品信息，更有百万网友心得供您参考！下载链接：http://t.cn/zOdrBWP  @YOKA化妆品,Y,POS,
722084,#分享#原来施华蔻也有儿童洗发水，草莓牛奶味，小朋友一定很喜欢。,Y,POS,
15855,#321订货会# 【便宜好货在当中】清扬男士去屑洗发露！14.24元/套。支持阿里巴巴中国,Y,NEU,AD
483891,"北京电影学院周梦炎。1988年12月出生于苏州，身高：170cm。体重：47kg。血型：ab型。星座：巨蟹座。""足球宝贝热力赛""八强，网络人气冠军。潘婷之星选美大赛冠军。靓丽青春，柔情绰态，无时无刻不散发着诱人的风情。",N,,
497739,"闻香识女人 最喜欢的洗发水香味我来啦，参加活动，收获惊喜，祝小编天天开心，祝我好运降临，(*^__^*) 嘻嘻…#闻香识女人#潘婷潘婷,!. 地址：http://t.cn/zHwaYSV",Y,POS,AD
629925,lala~[xkl转圈]奇迹小#发膜#上新~[太开心]发质其实很重要哦，如果你是美女，却没有柔顺光泽的头发，那真的是美中不足[悲伤]开叉，毛躁，梳不顺？一罐小发膜就可以让你头发重新“飘柔”起来哦~[可爱]赶快背影杀手做起来~[害羞]小发膜一罐500g，就算是受伤9度的“烂发”也一样可以恢复光泽和柔顺~[鼓掌],Y,NEU,AD
676179,施华蔻[花心][花心][花心]@Lego-葉 @SONGYIJINXXX @黑眼圈小豆豆,?,,
666544,#施华蔻正献礼 以正品之名#为了我梦想而努力，付出了，我就不后悔毕竟我努力过啦,Y,AMBIGUOUS,
488510,@------梁冰是赖床女王 @ENG韩稳定 @Tirrta潘婷 @邢增武Q @半夏__together @-中国陆军特种兵 @一清二白三姐姐 这个蛮好喝的。。。你们觉得吗？,N,,
280087,在邻居姐妹团的围观下，我给宝姑娘剃了一个头，顿时觉得特别眼熟的发型，靳羽西！孩子，母上我手艺不错吧[哈哈]，人家欧莱雅总裁也就这发型呢。,N,,
497643,小龙龙@JENNIFER_泳 给我再拿三瓶潘婷，要这个滋润护发的哦[好爱哦][好爱哦][好爱哦][好爱哦]这个洗起来头发好柔顺好柔顺的说，护发素都省了[噢耶][噢耶][噢耶],Y,POS,
9532,今天葡萄牙真是点子挺背。点儿背不能赖社会。但德国战车还是一如既往地牛〜〜啦啦啦啦〜被解说逗乐啦〜＂平常梳得一丝不苟的头发，今天显得有些凌乱。＂是告诉我们别用清扬么。＂虽然没有坐上电梯，但却像一发炮弹。＂😂哈哈哈〜〜睡觉。C罗不哭，站起来lu。 http://t.cn/RvihVph,Y,NEG,sar
420185,【视频【梁吉娜】日常头发、皮肤使用产品分享—在线播放—优酷网，视频高清在线观看】【梁吉娜】日常头发、皮肤使用产品分享 理肤泉安洁洗面奶 玳梦菲嫩肤水 玳梦菲水润精华霜 潘婷颜色保护三大卷洗发水和护发素... http://t.cn/8sVfWCC （分享自 @优酷网）,Y,AMBIGUOUS,
729157,有两种方法哦，一种是用造型品比如发胶，定型喷雾之类的，推荐施华蔻劲能喷发胶，一种就是用丰盈的洗护产品，比如卡诗的丰盈活力系列，洗完后有蓬松效果,N,,
795923,【KEVIN老师：维达.沙宣逝世经典发型印象深刻】发型大师维达&#8226;沙宣逝世，受到时尚界，美发界众多名人的关注，KEVIN老师表示对沙宣打造的经典发型都记忆犹新。 http://t.cn/zTwSw3q,N,,
771269,2013沙宣方圆三角几何修剪剪发之路沙宣理发剪发书籍教材光盘 http://t.cn/8FkyPeP,N,,
218283,当月完成我负责的定投业务我奖励奶茶一杯彩票一张〜〜当月完成我的网银业务的奖励洗发水一瓶，海飞丝必须滴！[嘻嘻]当月完成我余额任务滴奖励电吹风一只，保证菲力浦！[花心][花心] 我在:http://t.cn/z8ojnt3,Y,NEU,
252616,#欧莱雅一滴改变等你见证# @jizixuan @sisi_90952 @最后雪山来客 喜欢仲间由纪惠的长发，从《极道鲜师》到今年新剧《SAKURA》，从刚出道的小清新到现在的为人妻，她多年发型都没怎么变，这也是一种坚持，希望我也能有她那样的坚持！,Y,NEU,
769590,我上传了一张乔斯·沙宣的图片， http://t.cn/zYyR6f5,N,,
187281,【视频：彭于晏海飞丝泰国拍摄花絮】 （分享自 @优酷网） http://t.cn/zRxF4eM,N,,
