Post#,Post,Relevance,Sentiment,AD?
641706,爸說：沒洗發水了。我說那金色大瓶子的就是。爸說：那沒沐浴露了。我說那小瓶白色的就是。爸不作聲了，我突然悟到什麼似的問：到底是沒哪樣啊？你是不是搞錯來用了？一問才知道爸從來只用飄柔，飄柔用完了所以沒洗發水了，至於沐浴露[囧]過去一個月都用金色瓶的資生堂洗發水[威武],Y,neu,
724553,小青豆同志，你上车莫有啊？？[偷笑]我们想你爱你念你啊，最好你把施华蔻寄来我们会更爱你啊[嘻嘻]@热爱孤独有几度 @旧日遗忘,N,,
796170,我的老师来自英国沙宣，马修、福特思,N,,
21621,对于【詹皇招聘战斧暴扣】我有最独到见地。@zhangyanting33 @陈世颖馨淑 @张文意承铃俊贤 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8FIQ2Kg,N,,
640438,又是一年高考时，时隔四年敢不敢晒一下你们的高考分数、？@Candy-zhushu @立志做网页射鸡狮 @嘉米納 @席明珠珠珠珠_ @梁羽薇 @崩壊 @不好处得 @畅你妹 @大大大大娱乐家 @大大头可乐 @粉粉注定孤独一生 @刚钢洗头爱飘柔 @鬼思 @Jerry张也是Crazy张 @给你娃一火药枪 @假如我变成瘦子 圈不完了。,N,,
121603,[偷笑]我隔壁家的“海飞丝”[亲亲],N,,
532530,#鹿晗# #luhan# 咆哮起来。。。。（用飘柔，就是这么自信，我头发甩甩，你给我走开。。。。小人退散[doge]！！！！）截图视频CR:twinkle_LU0420 @M鹿M 我期待你的电影《重返20岁》,Y,NEU,SARCASTIC
484238,该死的…潘婷洗发水和精华素的包装干嘛要那么相似？只从三四个月前买错了一瓶，用到现在还剩半瓶…[汗]洗发水用完，昨天又买错了，洗头的时候发现没泡泡……[泪]我要用到猴年马月…[生病]求换包装@潘婷Pantene ,Y,NEG,
67380,我试用了海飞丝毛巾（第二波） 我觉得：毛巾已经在使用了，很大很厚，软软的。耐脏。 （分享自 @喜试网） http://t.cn/RvIrTuh ,N,,
435642,"好东西要大家分享~潘婷  / 强韧防掉发养护洗发露400ml，温和洁净秀发同时深入滋养直至发根.，市场价33,现在只需要33，想入手的童鞋抓紧了！http://t.cn/8FB6a9J",Y,POS,advertisement
502004,＂为什么我跟别人不一样？＂  ＂为什么要跟别人一样？＂ 卡农潘婷泰国广告  http://t.cn/ajJHV8,Y,NEU,official adv. Quato
105266,有顾客问我，这个洗护真有这么好么？ 我先不说效果多好，我告诉你结果，世界品牌:卡诗，威娜，欧莱雅，资生堂、施华蔻，这些你用过的话，直接秒杀这些品牌。 所以，结果你知道了么？至于你平时用的什么海飞丝的。。。根本就没个比，不是一个档次的东西，无法比较。 但是由于正品 http://t.cn/RvbKeAx,Y,"L’Oreal=NEG
 Schwarzkopf=NEG",advertisement
53712,看二货头发飞扬的！肯定用过基友的清扬！@寻找KR毛驴的阿凡提 @继续学德语中,Y,NEU,
796028,我试用了沙宣修护水养润发乳，我觉得：沙宣的东西一直用的还不错的，用了滋润效果蛮好的 http://t.cn/zT95Z3H  （分享自 @喜试网）,Y,POS,
795432,沙宣直顺柔滑润发乳  http://t.cn/zTWlGiG  ,y,neu,advertisement
113004,#海飞丝巴西实力挑战赛# 可爱的凤梨罐头晃过了15个足坛巨星！NB不？求挑战！球星都得跪！ （分享自 @海飞丝实力派） http://t.cn/8sYQNyE ,N,,
172062,大家快来看，这是我刚刚#丝源会#中做的头像花盆，你是否也希望和我一样，有一个印着属于自己头像的定制花盆呢？现在就加入丝源会，绘制属于自己的头像，建筑你的丝之花“源”吧。@海飞丝丝源复活 http://t.cn/8FAyB6v,N,,
218170,#宝洁官方#海飞丝洗发水，去屑只选它~~~>>>http://t.cn/zQrzmGo[din推撞],Y,POS,
403877,大家好！我用潘婷[赞]我中意。[拜拜][拜拜]最近老打喷嚏，是不是妳在想我？@杨幂 @安以轩@张靓颖 @安又琪 @赵雅芝 @陈一佳 @陈数 @東森主播陳海茵 @陈敏之 @梁佩瑚 @林瑋婕 @刘亦菲@霍思燕  [喵喵][喵喵][喵喵],Y,POS,
252273,亚马逊中国：欧莱雅 多效修复洗发露400ml+润发乳200ml ￥25（￥35 满￥99-30） | 欧莱雅多效修复套装，包括洗发露400ml+润发乳200ml，蕴含欧莱雅独家微胶原精华Micro-Crea essence，可从头发表面渗透至发丝内部，补充流失的天然胶质，修复受损... http://t.cn/RzItUEf,Y,NEU,advertisement
601834,特反感那些在炫富的人。本尊的牙膏用的是高露洁，洗发水是飘柔，手机是诺基亚，哪样不是名牌？每天坐着几百万的公交车上班，并和五百强企业，建设银行，农业银行，中移动，中石油，国家电网，沃尔玛等保持长期稳定的合作关系。你有见我炫耀吗？[哈哈](net),Y,NEU,SARCASTIC
802572,回复沙宣luck:是的啊,N,,
802428,选择海飞丝需要跟去的目的地搭配哦,?,,
787154,我试用了沙宣修护水养洗发露，我觉得：以前去沙宣的店里剪头发，用的都是沙宣的产品，洗完头发很飘逸，很柔顺。 http://t.cn/zHlzqk6  （分享自 @喜试网）,Y,POS,
42049,对于【高清回顾亚冠决赛首轮】我有最独到见地。@冠君慧华贤嘉 @黄于青志礼 @chenjiafeng83 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/zRCRpbX,N,,
658916,#今晚外滩我为你包了# @施华蔻官方旗舰店 @阿恋Sunny @骄傲的二二 峰菲又开始了，我为什么还不表白呢？？？？[抓狂][抓狂],N,,
734109,在你@芳芳张瑞芳 一早上的教导中，我深刻地认识到了我的错误。首先，我不应该在你说出，过几天你再去洗澡时，没有立刻拉着你去洗澡。其次，我不应该说我的沙宣用完了，我应该把残剩下的沙宣都给你。最后，感谢你在我快睡着时把我骂醒，让我能够认真学习。以上就是我近日的所作所为，跪求你的原谅！[泪],Y,NEU,
255012,#欧莱雅一滴改变等你见证# @手机用户2386302537 @曹小雕 @幽幽sky_rita 一直很喜欢她，个性果敢，完美的外形，一头秀发强韧而柔亮！希望像她一样，完美到发丝！,N,,
296014,#我的欧莱雅秀发非凡时刻#@下午茶W_W @嗲妹妹姆妈 @草头新生 我期待欧莱雅奇焕润发精油能够改变我毛糙的发质,Y,POS,
289645,#我的欧莱雅秀发非凡时刻#@阳光沫沫的幸福润k 我需要欧莱雅奇焕润发精油，因为我用过之后头发变的好起来了，真的特别开心，顺滑多了,Y,POS,
155618,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FoboUk,N,,
394810,【月来悦好会所活动招募】孕期或哺乳期的你是不是有掉发的烦恼呢？简单的马尾不够时尚，又怕宝宝抓头发？现在开始不用担心啦！本周六我们请到了多次获得欧莱雅美发大奖的袁小雨老师来教大家打理一款适合自己的简单易打理的发型，让孕妈和哺乳期的妈妈们也能时尚美丽！周六下午13：30开始，一起来吧！,N,,
62564,海飞丝一开掉了十多帧最少， 便当拿完就走吧，你会找到比我更好的[拜拜],N,,
581814,用飘柔，就是这么自信ヽ(•̀ω•́ )ゝ,Y,NEU,SARCASTIC
86647,海飞丝，就是这么自信。,Y,NEU,official adv. Quato
284778,#我的欧莱雅秀发非凡时刻# @張懸DesertsXuan官網 @_Rayli @火华社黄金会员 我想拥有和她一样的头发,N,,
291132,"#我的欧莱雅秀发非凡时刻#（必须输入活动主题）+@1个好友+为什么你想要邀请这个朋友和你一起加入欧莱雅""懒""美人秘社",N,,
99992,你想制作专属自己的头像花盆么？我今天在#丝源会#签到成功，获得了20积分，在丝源会中，可以绘制专属自己的头像花盆。绘制发肌本源，盛放秀发生命力，建筑属于自己的丝之花“源”，大家一起来吧。@海飞丝丝源复活 http://t.cn/RvXJ4UA,N,,
567171,用的飘柔麻..[酷] http://t.cn/RPYXlam,Y,NEU,
522767,#闺蜜三连拍#可惜你们都在武汉 我等你们回来和我三连拍亲爱的们UandM616 飘飘飘柔 谭and元and元,N,,
630904,娇兰佳人约惠国庆双倍积分，全场名品低至7.5折，满98元送护理套装；飘柔750ml洗发水仅19元，更多劲爆秒杀单品及套盒选购！9.30-10.9 亲们 我在新洲大街有需要的赶紧的 限时秒杀 走过路过千万不要错过！！！！ 我在#新洲人民广场# http://t.cn/zHenjTt,Y,NEU,advertisement
163610,@用海飛絲的小阿米 大王你怎么没反应呀～,N,,
226712,日常护发，我们常常是只想着发质的改善却忽视了头皮这个大环境。先检测一下自己的头皮问题，有针对性的选择护发产品才是明智。看海飞丝最简单的检测方法和有针对性的产品吧，选对产品，才能有效的改善秀发问题~~~@宝洁生活家 http://t.cn/zHwwuNl,Y,NEU,advertisement
724250,今天天猫年中促销，其它买不出来，在施华蔻的官方旗舰店里囤了好多洗发水，[偷笑]，价格好便宜啊[嘻嘻]，我头发多，这个消耗起来很快,Y,POS,
459297,潘婷卡农版励志广告短片YouCanShine http://t.cn/8kUT84e ,Y,NEU,official adv. Quato
528166,飘柔，揍是这么自信！[转发],Y,NEU,SARCASTIC
199566,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8kAhMuQ,N,,
786908,我试用了沙宣修护水养润发乳，我觉得：不用护发素总感觉洗完头后，头发毛毛的，不是很服帖，而且长头发也比较容易打结，用完沙宣修护水养润发乳之后，头发变得顺滑了。 http://t.cn/zHYbGJw  （分享自 @喜试网）,Y,POS,
122437,海飞丝丝源复活洗发露我也觉得蛮好用的 @就爱点评网 @海飞丝实力达人秀 @宝洁中国 http://t.cn/8s9Wutn,Y,pos,
409293,【俄罗斯 潘婷广告】(配乐 卡农)这广告就是一个完整感人的故事，再配上卡农这个经典曲目，非常完美！看完之后大受感动！！ http://t.cn/RP9bUWC,Y,POS,
26179,对于【尼克杨单臂劈扣】我有最独到见地。@_绿雲朵 @程雪樺建儒 @君欣新岳志辰 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8FhtG9r,N,,
695521,#时尚教父潮流对话#我刚与卡尔·拉格斐进行了一场穿越时空的潮流对话，这是他为我推荐的“非完美主义”造型，很新颖你认为呢？@Phoebellh@特蕾茜vv宛@Bonney--奇那酱 快点击http://t.cn/8sGMmSV 与他对话吧，还有丰厚的礼品拿！@施华蔻官方微博 ,N,,
761220,VS 沙宣 垂坠质感润发乳 750ml  39元（1元预订） 促销详情:http://t.cn/8srSZ1Z #什么值得买-发现频道#,Y,NEU,advertisement
747782,出货量超高的三个产品，日本沙宣同一间厂，用过就知道好。今日又出一批了。茵妈的宗旨是：只做正品货！用茵妈的货，令你全屋来佬货！wechat：Yinmazhp#家居/日用品##沐浴露##茵妈杂货铺##日本正品#,Y,POS,advertisement
398051,#美颜实验室护发28天# 潘婷是我用了好多年的牌子 虽然中间也用过其他很多品牌但是叨叨转转的这些年 潘婷却一直是麻豆家中滴常客啊~~融合PRO-V维他命原~内修护+外隔离 持久修护受损发丝直至脆弱发梢.预防分叉 健康秀发第一次使用就能感受的到~http://t.cn/RzSBKBR化妆品 @潘婷Pantene,Y,POS,
139130,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FgyOCe,N,,
800363,今天在创意沙宣剪发发生了不少事，12号用着崭新的iphone3，2号和官二代大打出手等等等等都想不找了。 我在:http://t.cn/zTLTXVR,N,,
201210,2003、04、05年度因工作表现突出被评为“优秀士兵”、“优秀士官”和嘉奖 2004年2月 代表上海赛区参加首届中国青少年演艺推新人大赛获青年组声乐金奖 2004年3月 MTV—海飞丝新声赛“优胜奖” 2004年8月 亚洲音乐节中国新人歌手大赛获上海赛区“新人奖” 影响中国2010-2011年度品牌传播新锐@陶慧娜 奖,N,,
675547,#6.4-6.5商业化妆活动##施华蔻专业-2014新季风潮流发布#妆面造型设计：小四造型🌟接洽各类商业化妆、广告片、公司年会、文艺演出、服装发布会、杂志片拍摄及综艺电视节目化妆🌟电话：025-84705387／15051846117，网址：www.njxiaosi.com http://t.cn/8spT8y7,N,,
100030,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/RvXxuO8,N,,
745378,萌爆了这娃😂😂 首个宝宝买家秀  简直萌翻   好想我给她洗头[偷笑][偷笑] 我家洗护不含硅油  不含化学有害物质   孕妇 小孩皆宜   用一次 停不下来  真心沙宣神马都弱爆了 http://t.cn/RPLLMvF,Y,vIDAL Sassoon=NEG,
746404,#轻力放肆玩有型#@沙宣VidalSasson http://t.cn/RPy5ILw  ,N,,
389371,巴黎欧莱雅奇焕润发精油 http://t.cn/zQx2abE,Y,NEU,advertisement
744886,【台湾宝岛魔皂反馈】 普通产品无可比拟的三大优势.. [em]e257884[/em]：【控油活性剂】比马斯卡华、沙宣、海飞丝等洗发水去屑去油好十倍。 ：【祛痘无患子】安全祛痘，28天为一个周期见效。不复发~ 【卸妆清洁】收缩毛孔，去死皮黑头，美白嫩肤~ http://t.cn/RPSRJ9c,Y,"Unknown=POS
 Vidal Sassoon=NEG
 Head&shoulders=NEG",advertisement
102518,@小米饭-小豆芽 推荐：(6/3 21:17)H&S海飞丝洗发露丝质柔滑型700ml，京东目前售价53元，参加洗护满199减80元，买四瓶下单立减80元，再领取满115减15元优惠券http://t.cn/RvIMWMg，约合29.3元/瓶，往常一般39元，可以囤货 http://t.cn/RvIMWMd,Y,NEU,advertisement
673611,#空瓶才有说服力##空瓶记#dior唇彩爱了好多年，马上再回购两只去👄 1镑买下的施华蔻护发素惊奇的好用，细软发真的是without weighing down👍,Y,POS,
425252,【视频飞扬的卡农-泰国潘婷广告（高清修复版）—在线播放—优酷网，视频高清在线观看】飞扬的卡农-泰国潘婷广告（高清修复版） 飞扬的卡农-泰国潘婷广告（高清修复版）  http://t.cn/8DsQfQ2 （分享自 @优酷网）,Y,NEU,official adv. Quato
279881,#我的欧莱雅秀发非凡时刻#恭喜沈昌珉挂科# 欧莱雅非凡时刻活动就是好,N,,
271844,#我的欧莱雅秀发非凡时刻# 我给欧莱雅奇焕润发精油的总分是___25_分！,Y,AMBIGUOUS,
764057,【视频2013狂刀名剪沙宣经典10款6—在线播放—优酷网，视频高清在线观看】2013狂刀名剪沙宣经典10款6   http://t.cn/8spgMVr （分享自 @优酷网）,N,,
64066,#海飞丝浴室歌神#我是歌神，我自豪~~@海飞丝实力派 我的歌声够实力吗？,N,,
664934,这个夏天装扮最美丽的自己，带上斐丝丽花漾地图，和Blythe一起在迷人的花香中享受#斐丝丽花漾夏日旅行季#，@用户0l9pvjgjlo @华佗爱诸葛 @潮美控公社 你也想收藏花漾地图美美的享受假期吗？和我一起来吧！更有各种好礼等你来赢！@施华蔻官方微博，详情点击http://t.cn/RPfYyio,N,,
35918,对于【F1唯美极速短片】我有最独到见地。@梁婉依812 @昇月俊生孟馨 @王秀民威全雅喜 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8kLOzx3,N,,
77008,#我的青春高八度#用真心，做青春实力派。选一首暖心情歌送给自己，庆祝自己的美妙七夕。完全对#最虐心情歌#say no，感觉自己萌萌哒！@我的青春高八度 @海飞丝实力派 http://t.cn/8s4VoCz http://t.cn/RPJ5EwV,N,,
794568,沙宣直顺柔滑润发乳  http://t.cn/zTQk1QT  ,y,neu,advertisement
530055,我牙膏用的是高露洁，洗发水用的是飘柔，手机用的是华为，哪个不是国际名牌？我每天坐着几百万的公交车和造价几个亿的地铁上班都没炫耀，那些用台苹果手机的人牛气什么？我常年和中行、农行、中石油、中移动、国家电网、沃尔玛、家乐福、肯德基这些世界五百强企业保持合作关系，你见过我炫耀么?,Y,NEU,SARCASTIC
365667,头发试过欧莱雅奇焕润发精油后，变得软软的、滑滑的，用梳子梳都没有打结这回事了#欧莱雅炫发大赛#,Y,POS,
794154,我买左沙宣！[偷笑][偷笑]@7-ELEVEN广东,N,,
550051,项羽，假如你是我相公，我肯定用飘柔给你把头发好好洗洗[草泥马][草泥马][草泥马],Y,NEU,
572747,继@蒋勤勤 @杨幂 @郭碧婷 @江语晨JessieChiang 罗雪娟 代言飘柔之后，飘柔公布清新女神新代言人@佟丽娅 ，佟丽娅将和陈思诚共同拍摄新广告片。@飘柔Rejoice 飘柔女神系列：[爱你],y,neu,advertisement
285651,#我的欧莱雅秀发非凡时刻#+ 我的好友 @爬爬LW 对我的头发评价是我的头发要像你的一样，一瞬间焕发自然光彩！,N,,
627731,非常喜欢@吴佩慈 小姐代言的@飘柔倍瑞丝 的专研染护系列，尤其喜欢修复润色乳和发膜，让头发颜色的维持度提高并且很自然。对于经常染烫头发的姑娘们真的是方便又好用，在家就可以坐享顶级沙龙级的护发品质，配合专业的手法和程序会让产品发挥出更好的功效哦http://t.cn/zQNkJwB  http://t.cn/z8A4hKs,Y,POS,
140806,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FBMwXV,N,,
696481,正品黑人头施华蔻美蒂神话护发发膜倒膜改善毛躁洗发护发素焗油膏 http://t.cn/8sGnKkS ,y,neu,advertisement
663970,头发越来越长了，想留个赞刚的发型！很多朋友在问哪个牌子的造型产品好，本人不喜欢美发店那种香不垃圾的劣质货，@施华蔻官方微博 的真的不错哦！值得一试！[酷]帅气是需要武器的！[心],N,,
423724,还是你先上吧！我等你……[委屈][委屈][委屈][委屈]@林霦 @纪廉  @ptf--潘婷 @傅小茵 @Suki_滢 @寶寶小呆陳 @-陳斯勤 ,N,,
420083,【视频：泰国潘婷励志广告【中文字幕】】http://t.cn/8sf3CZP（来自于优酷安卓客户端） 我在:http://t.cn/8s17u0B,Y,NEU,official adv. Quato
766650,【沙宣激强持久定型发泥|发型_凤凰时尚】导语：造型能力超强持久，轻松拥有激酷发型，造型能力★★★★★  建议零售价: RMB 39.8/50克 任你打造个性发型，全天保持激酷发型 铂金级效果，令头发拥... http://t.cn/8sIn8cV,N,,
141275,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8F1jUp0,N,,
396512,。          🎄         。。             MERRY   ✨CHRISTMAS ✨。                    亲们圣诞 🎅快乐！@ChenYazhUuuU @飞行员___舒克 @安萌佑ChucK @BP潘婷_PT @阿莹正传,N,,
230938,今天，#丝源头皮健康学院#和大家分享的是“漫画课”每天都有新知识，完成学习还能得到学分、得大奖，你要不要参加呢？ @海飞丝丝源复活 （http://t.cn/zTH6Rmo）,N,,
88917,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/RvFQFot,N,,
46431,很好闻的一款洗发水 泡沫很细腻 很滋润 不比飘柔清扬差 洗了之后摆脱发丝缠绕问题 修复各种受损发质的必备品！！,Y,"Rejoice=NEU
 Clear=NEU",advertisement
265161,感恩母亲节，送祝福，送回馈[爱你]5.11母亲节感恩活动走起！[可爱]动动手指头~只需关注转发此微博就能享受打折活动哦！今日起至11号，全场化妆品9折！ [太开心]玉兰油，欧莱雅系列8.8折！[笑哈哈]洗发沐浴类9.5折！[拍手] 限时折扣~ 快来献孝心吧哈哈[杰克逊] 我在:http://t.cn/8seH7M1,Y,NEU,advertisement
791821,Vidal Sassoon I love it [爱你]@沙宣美发学院  我在:http://t.cn/zHh43nI,N,,
146373,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FQPeqE,N,,
182669,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8kEVYyn,N,,
270409,#我的欧莱雅秀发非凡时刻# @爸爸去哪儿 @文章同學@王诗龄Angela 你想拥有和我一样的秀发吗,N,,
262574,#奢华尊享 巴黎卡诗50周年#60年代，欧莱雅时任CEO François Dalle 有了一个全新的想法：为那些“不知道该如何护理头发”的女性提供真正解决问题的专业沙龙店内护理。从基础产品开始，迈出了头发护理的一大步，告别了传统的护发理念，以有效的配方，专业的服务，为当时的女性提供了头发最佳护理方案。,Y,POS,
503921,人家也想去kt微。。。5.12快点来啊@方潘婷,N,,
523243,"用飘柔,就是这么自信.",Y,NEU,SARCASTIC
410787,【视频：泰国潘婷感人广告】只要努力！ http://t.cn/8FeWqfU ,Y,NEU,official adv. Quato
758929,上床真心不怎么困了，刚又洗了个澡但愿可以好睡点。偶然发出厕所有N多洗发水，不少还是750的大瓶，我是有多爱买啊。潘婷，飘柔，海飞丝，沙宣，潘婷，欧莱雅。沐浴露也有4种，以后不买，再买剁手。,Y,"Pantene=NEU
 Rejoice=NEU
 Head&shoulders=NEU
 L'Oreal=NEU",
292531,"#我的欧莱雅秀发非凡时刻# @完美生活屋 和我一起加入欧莱雅""懒""美人秘社吧，轻轻松松做美人",N,,
148751,【海飞丝丝源复活头皮养护秀发丰盈露耀目上市】头皮与秀发的关系就像土壤与植被，植物的生长必须依赖土壤的支持与营养。头皮健康受损就如土壤变得贫瘠，秀发无法从头皮获得足够营养与稳固支撑，如果不及时加以呵护，... http://t.cn/zR416u6,Y,NEU,
283318,#我的欧莱雅秀发非凡时刻#@时尚主播linda 郭碧婷的头发是我的终极梦想,N,,
728590,施华蔻的洗护系列很好用的，本身也是大牌子，用过后感觉很不错，不过比起其他的洗发品稍微贵了一点，但是很值得，在屈臣氏就有卖的,Y,POS,
67433,我试用了海飞丝毛巾 我觉得：是竹纤维的哦，毛巾质量很好，比商店里买的好多了，深色又耐脏，而且不会退颜色！ （分享自 @喜试网） http://t.cn/RvtvPg8 ,N,,
628023,特反感那些在炫富的人。牙膏俺用的是黑人，洗发水是飘柔，手机是诺基亚，哪样不是名牌？每天坐着几百万的公交车上班，并和五百强企业，建设银行，农业银行，中移动，中石油，国家电网，沃尔玛欧尚等保持长期稳定的合作关系。你有见我炫耀吗？,Y,NEU,SARCASTIC
494960, 『(有人生折射的感人广告)泰国潘婷广告卡农』  http://t.cn/zWwHtJe,Y,NEU,official adv. Quato
145067,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FRtHRS,N,,
294487,#我的欧莱雅秀发非凡时刻#我想拥有全智贤那样的头发，柔顺，有女人味。@blue飞翔的鱼 @小瞄瞄爱吃鱼 @Asia小辣椒,N,,
562325,Fendi 怪兽小书包究级版出货！头顶一撮白毛已经改进了～现在蓬松顺滑不脱发！用飘柔，更自信！哈哈不逗你们了 这个背带五金是全网唯一对版的，还要全套包装。Fendi书包礼品盒是折叠盒哦！同步专柜100% 完美细节。迎中秋 慶佳節 現買1⃣️書包 均送魚骨頭吊飾一只！ 33/39/16   xl08251980,N,,
114425,#焦点新闻#霸王，家喻户晓的中草药洗发水。海飞丝，1988年就开始在去屑洗发水市场闹腾，2011年，云南白药推出养元青品牌，挤进200亿元去屑市场。从标签上来看，这些中药洗发水往往在加入去屑剂的同时也添加了中草药提取物。那 http://t.cn/8s1cJmd,Y,NEU,
511323,特反感那些在炫富的人。本尊的牙膏用的是高露[伤心]洁，洗发水是飘柔，手机是诺基亚，哪样不是名牌？每天坐着几百万的公交车上班，并和五百强企业，建设银行，农业银行，中移动，中石油，国家电网，沃尔玛等保持长期稳定的合作关系。你有见我炫耀吗？,Y,NEU,SARCASTIC
174117,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8F7C4Jo,N,,
739817,沙宣、海飞丝、飘柔、潘婷、力士……[笑cry]设计你们的人当初是设计洗发水的么……怎么证明你们是coffee！[嘻嘻],?,,
246323,嗨，快来和我一起参加“欧莱雅一滴改变等你见证活动”吧，你不仅可以做任务拿积分，成功注册即能欧莱雅奇焕润发精油，亲自见证秀发改变。你还有机会获得其他欧莱雅产品哦！邀请好友就有更多积分！活动注册链接为 http://t.cn/Rzgknog,Y,NEU,advertisement
71333,大家快来看，这是我在#丝源会#中自己做的花盆，上面还有我的头像，你也想要属于自己的个性花盆么？加入丝源会，绘制属于自己的丝之花“源”吧。@海飞丝丝源复活 http://t.cn/RPgWhge,N,,
169975,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FytPCt,N,,
413665,泰国潘婷创意广告 初恋那件小事主角,Y,NEU,official adv. Quato
634323,新一代飘柔女主角，啊！！我的女神[抓狂][抓狂][抓狂][抓狂],Y,NEU,
671273,#1号店0元试用# http://t.cn/RPPUiNB 我在1号店试用中心申请了Schwarzkopf 施华蔻 恒时珍粹欧...商品的试用。伙伴们，你们帮我转发越多，我获得该商品的成功率越高。@2B伪文艺女青年静安@乖岑....,Y,AMBIGUOUS,
393102,正好这段时间要买欧莱雅的洗发露，聚美简直是太懂女人心了嘛，欧莱雅洗发露来一套啊来一套，哈哈[搞笑],y,pos,
721183,刚看到施华蔻去屑头皮神仙水的评价，其实我想说，这个东东，不是用在头发上面，是直接涂到头皮上面的，我自己用没有刺痛感，只是薄荷清凉，如果头皮较敏感的可能会感觉更明显。我自己的使用感受是头痒非常有效，基本一次见效，头屑本身我基本没有，所以感受不明显。http://t.cn/zQi9LVk,Y,POS,
551736,黑丝长腿暗酱飘柔广告[害羞] @星磁动力暗喵-超高校级的白毛控,N,,
633493,飘柔，就是这么自信[杰克逊],Y,NEU,SARCASTIC
641140,人哋#用飘柔，就是这样自信#，我系用飘柔就自卑！因为我啲头发真系飘晒“油”！[衰],Y,NEU,official adv. Quato
73098,我参与了@海飞丝实力派 发起的投票【合唱团性别大战，哪边的表演让你看了又看？】，我投给了“女生组《三天三夜》”这个选项。你也快来表态吧：http://t.cn/RPHHhiL,N,,
231776,拼单购买吧 H&S海飞丝去屑洗发露丝质柔滑型750ml×2(限量特惠套装) 110元 （满999-500，29.8元/瓶） http://t.cn/zTYnLIC,Y,NEU,advertisement
423023,【泰国潘婷洗发水广告——这样也可以很感人  】 (分享自 @Qzone) http://t.cn/hjkvQ ,Y,NEU,official adv. Quato
59344,#实力创业领跑人# 看Logo和字数竞猜企业名称，测试你的创业指数第一波，正解已上图，你猜对了吗？ 猜完一波，还有一波，另外3个创业公司也已闪亮登场，再来猜猜看！正解24小时后揭晓！转发向好友求助，若朋友帮你猜对，转发微博并@海飞丝实力派，2个人都机会获取好礼哦。10个名额，你准备好了吗？,N,,
535205,神马飘柔，海飞丝，潘婷....你用了多少年，广告上的效果没带来却可以让你明显感受 http://t.cn/RhBxaUP （分享自 @微店 http://t.cn/8FNxYZZ）,Y,NEU,advertisement
518624,如果像飘柔广告里那样你一摸我的头发就会爱上我那该多好[鲜花],Y,AMBIGUOUS,
623934,谢谢小编，辛苦啦，[玫瑰]拥有洗头乌黑靓丽的头发，@飘柔Rejoice 是我们一直的选择，娓娓来晒奖品啦！！[爱你],Y,POS,
483073,都江堰天上有个调皮的笑脸@-潘婷潘婷潘婷- 照片效果不好就不拍了，口述。一颗星星和一个月牙，看起来像是一个歪着头的笑脸俏皮地闭着一只眼睛。(我想象力好丰富。。。。),N,,
